UF;NOME DO MUNICÍPIO;country;population;ibgeID
GO;Gameleira de Goiás;Brazil;3818;5208152
MG;Gameleiras;Brazil;5109;3127339
BA;Gandu;Brazil;32403;2911204
PE;Garanhuns;Brazil;139788;2606002
SE;Gararu;Brazil;11604;2802403
SP;Garça;Brazil;44390;3516705
RS;Garibaldi;Brazil;35070;4308607
SC;Garopaba;Brazil;23078;4205704
PA;Garrafão do Norte;Brazil;26066;1503077
RS;Garruchos;Brazil;2924;4308656
SC;Garuva;Brazil;18145;4205803
SC;Gaspar;Brazil;69639;4205902
SP;Gastão Vidigal;Brazil;4808;3516804
MT;Gaúcha do Norte;Brazil;7648;5103858
RS;Gaurama;Brazil;5534;4308706
BA;Gavião;Brazil;4463;2911253
SP;Gavião Peixoto;Brazil;4789;3516853
PI;Geminiano;Brazil;5442;2204352
RS;General Câmara;Brazil;8385;4308805
PR;General Carneiro;Brazil;13710;4108502
MT;General Carneiro;Brazil;5540;5103908
SE;General Maynard;Brazil;3346;2802502
SP;General Salgado;Brazil;10869;3516903
CE;General Sampaio;Brazil;7618;2304608
RS;Gentil;Brazil;1634;4308854
BA;Gentio do Ouro;Brazil;11233;2911303
SP;Getulina;Brazil;11409;3517000
RS;Getúlio Vargas;Brazil;16212;4308904
PI;Gilbués;Brazil;10690;2204402
AL;Girau do Ponciano;Brazil;40917;2702900
RS;Giruá;Brazil;16004;4309001
MG;Glaucilândia;Brazil;3150;3127354
SP;Glicério;Brazil;4815;3517109
BA;Glória;Brazil;15221;2911402
MS;Glória de Dourados;Brazil;9965;5004007
PE;Glória do Goitá;Brazil;30604;2606101
MT;Glória D'Oeste;Brazil;3026;5103957
RS;Glorinha;Brazil;8098;4309050
MA;Godofredo Viana;Brazil;11819;2104305
PR;Godoy Moreira;Brazil;2946;4108551
MG;Goiabeira;Brazil;3353;3127370
PE;Goiana;Brazil;79758;2606200
MG;Goianá;Brazil;3966;3127388
GO;Goianápolis;Brazil;11231;5208400
GO;Goiandira;Brazil;5600;5208509
GO;Goianésia;Brazil;70084;5208608
PA;Goianésia do Pará;Brazil;40475;1503093
GO;Goiânia;Brazil;1516113;5208707
RN;Goianinha;Brazil;26328;2404200
GO;Goianira;Brazil;44289;5208806
TO;Goianorte;Brazil;5123;1708304
GO;Goiás;Brazil;22645;5208905
TO;Goiatins;Brazil;13019;1709005
GO;Goiatuba;Brazil;34095;5209101
PR;Goioerê;Brazil;28884;4108601
PR;Goioxim;Brazil;7111;4108650
MG;Gonçalves;Brazil;4350;3127404
MA;Gonçalves Dias;Brazil;17934;2104404
BA;Gongogi;Brazil;7128;2911501
MG;Gonzaga;Brazil;6158;3127503
MG;Gouveia;Brazil;11825;3127602
GO;Gouvelândia;Brazil;5898;5209150
MA;Governador Archer;Brazil;10840;2104503
SC;Governador Celso Ramos;Brazil;14471;4206009
RN;Governador Dix-Sept Rosado;Brazil;13037;2404309
MA;Governador Edison Lobão;Brazil;18296;2104552
MA;Governador Eugênio Barros;Brazil;16828;2104602
RO;Governador Jorge Teixeira;Brazil;7767;1101005
ES;Governador Lindenberg;Brazil;12709;3202256
MA;Governador Luiz Rocha;Brazil;7807;2104628
BA;Governador Mangabeira;Brazil;20722;2911600
MA;Governador Newton Bello;Brazil;10180;2104651
MA;Governador Nunes Freire;Brazil;25577;2104677
MG;Governador Valadares;Brazil;279885;3127701
CE;Graça;Brazil;14399;2304657
MA;Graça Aranha;Brazil;6262;2104701
SE;Graccho Cardoso;Brazil;5818;2802601
MA;Grajaú;Brazil;69527;2104800
RS;Gramado;Brazil;36232;4309100
RS;Gramado dos Loureiros;Brazil;2082;4309126
RS;Gramado Xavier;Brazil;4325;4309159
PR;Grandes Rios;Brazil;5618;4108700
PE;Granito;Brazil;7486;2606309
CE;Granja;Brazil;54748;2304707
CE;Granjeiro;Brazil;4844;2304806
MG;Grão Mogol;Brazil;15836;3127800
SC;Grão Pará;Brazil;6569;4206108
PE;Gravatá;Brazil;84074;2606408
RS;Gravataí;Brazil;281519;4309209
SC;Gravatal;Brazil;11501;4206207
CE;Groaíras;Brazil;11068;2304905
RN;Grossos;Brazil;10383;2404408
MG;Grupiara;Brazil;1388;3127909
RS;Guabiju;Brazil;1503;4309258
SC;Guabiruba;Brazil;23832;4206306
ES;Guaçuí;Brazil;30867;3202306
PI;Guadalupe;Brazil;10499;2204501
RS;Guaíba;Brazil;98143;4309308
SP;Guaiçara;Brazil;12168;3517208
SP;Guaimbê;Brazil;5765;3517307
SP;Guaíra;Brazil;40790;3517406
PR;Guaíra;Brazil;33119;4108809
PR;Guairaçá;Brazil;6581;4108908
CE;Guaiúba;Brazil;26064;2304954
AM;Guajará;Brazil;16678;1301654
RO;Guajará-Mirim;Brazil;46174;1100106
BA;Guajeru;Brazil;6937;2911659
RN;Guamaré;Brazil;15659;2404507
PR;Guamiranga;Brazil;8739;4108957
BA;Guanambi;Brazil;84481;2911709
MG;Guanhães;Brazil;34319;3128006
MG;Guapé;Brazil;14245;3128105
SP;Guapiaçu;Brazil;21454;3517505
SP;Guapiara;Brazil;17157;3517604
RJ;Guapimirim;Brazil;60517;3301850
PR;Guapirama;Brazil;3802;4109005
GO;Guapó;Brazil;14209;5209200
RS;Guaporé;Brazil;25727;4309407
PR;Guaporema;Brazil;2243;4109104
SP;Guará;Brazil;21220;3517703
PB;Guarabira;Brazil;58833;2506301
SP;Guaraçaí;Brazil;8323;3517802
SP;Guaraci;Brazil;11188;3517901
PR;Guaraci;Brazil;5502;4109203
MG;Guaraciaba;Brazil;10324;3128204
SC;Guaraciaba;Brazil;10090;4206405
CE;Guaraciaba do Norte;Brazil;40642;2305001
MG;Guaraciama;Brazil;4972;3128253
TO;Guaraí;Brazil;25923;1709302
GO;Guaraíta;Brazil;1996;5209291
CE;Guaramiranga;Brazil;5193;2305100
SC;Guaramirim;Brazil;44819;4206504
MG;Guaranésia;Brazil;19021;3128303
MG;Guarani;Brazil;8911;3128402
RS;Guarani das Missões;Brazil;7537;4309506
GO;Guarani de Goiás;Brazil;3893;5209408
SP;Guarani d'Oeste;Brazil;2000;3518008
PR;Guaraniaçu;Brazil;12472;4109302
SP;Guarantã;Brazil;6664;3518107
MT;Guarantã do Norte;Brazil;35816;5104104
ES;Guarapari;Brazil;124859;3202405
PR;Guarapuava;Brazil;181504;4109401
PR;Guaraqueçaba;Brazil;7636;4109500
MG;Guarará;Brazil;3796;3128501
SP;Guararapes;Brazil;32939;3518206
SP;Guararema;Brazil;29798;3518305
BA;Guaratinga;Brazil;20843;2911808
SP;Guaratinguetá;Brazil;121798;3518404
PR;Guaratuba;Brazil;37067;4109609
MG;Guarda-Mor;Brazil;6580;3128600
SP;Guareí;Brazil;18520;3518503
SP;Guariba;Brazil;40105;3518602
PI;Guaribas;Brazil;4562;2204550
GO;Guarinos;Brazil;1794;5209457
SP;Guarujá;Brazil;320459;3518701
SC;Guarujá do Sul;Brazil;5160;4206603
SP;Guarulhos;Brazil;1379182;3518800
SC;Guatambú;Brazil;4704;4206652
SP;Guatapará;Brazil;7656;3518859
MG;Guaxupé;Brazil;51917;3128709
MS;Guia Lopes da Laguna;Brazil;9895;5004106
MG;Guidoval;Brazil;7078;3128808
MA;Guimarães;Brazil;12030;2104909
MG;Guimarânia;Brazil;8039;3128907
MT;Guiratinga;Brazil;15141;5104203
MG;Guiricema;Brazil;8392;3129004
MG;Gurinhatã;Brazil;5639;3129103
PB;Gurinhém;Brazil;14129;2506400
PB;Gurjão;Brazil;3428;2506509
PA;Gurupá;Brazil;33376;1503101
TO;Gurupi;Brazil;86647;1709500
SP;Guzolândia;Brazil;5267;3518909
RS;Harmonia;Brazil;4866;4309555
GO;Heitoraí;Brazil;3724;5209606
MG;Heliodora;Brazil;6558;3129202
BA;Heliópolis;Brazil;13031;2911857
SP;Herculândia;Brazil;9526;3519006
RS;Herval;Brazil;6821;4307104
SC;Herval d'Oeste;Brazil;22606;4206702
RS;Herveiras;Brazil;3018;4309571
CE;Hidrolândia;Brazil;19978;2305209
GO;Hidrolândia;Brazil;21706;5209705
GO;Hidrolina;Brazil;3564;5209804
SP;Holambra;Brazil;14930;3519055
PR;Honório Serpa;Brazil;5211;4109658
CE;Horizonte;Brazil;67337;2305233
RS;Horizontina;Brazil;19329;4309605
SP;Hortolândia;Brazil;230851;3519071
PI;Hugo Napoleão;Brazil;3877;2204600
RS;Hulha Negra;Brazil;6776;4309654
AM;Humaitá;Brazil;55080;1301704
RS;Humaitá;Brazil;4762;4309704
MA;Humberto de Campos;Brazil;28717;2105005
SP;Iacanga;Brazil;11710;3519105
GO;Iaciara;Brazil;13947;5209903
SP;Iacri;Brazil;6321;3519204
BA;Iaçu;Brazil;24305;2911907
MG;Iapu;Brazil;11004;3129301
SP;Iaras;Brazil;9240;3519253
PE;Iati;Brazil;19197;2606507
PR;Ibaiti;Brazil;31364;4109708
RS;Ibarama;Brazil;4406;4309753
CE;Ibaretama;Brazil;13353;2305266
SP;Ibaté;Brazil;35104;3519303
AL;Ibateguara;Brazil;15616;2703007
ES;Ibatiba;Brazil;26082;3202454
PR;Ibema;Brazil;6352;4109757
MG;Ibertioga;Brazil;5021;3129400
MG;Ibiá;Brazil;25199;3129509
RS;Ibiaçá;Brazil;4709;4309803
MG;Ibiaí;Brazil;8395;3129608
SC;Ibiam;Brazil;1957;4206751
CE;Ibiapina;Brazil;24997;2305308
PB;Ibiara;Brazil;5929;2506608
BA;Ibiassucê;Brazil;9224;2912004
BA;Ibicaraí;Brazil;21689;2912103
SC;Ibicaré;Brazil;3202;4206801
BA;Ibicoara;Brazil;19571;2912202
BA;Ibicuí;Brazil;16198;2912301
CE;Ibicuitinga;Brazil;12525;2305332
PE;Ibimirim;Brazil;29235;2606606
BA;Ibipeba;Brazil;18211;2912400
BA;Ibipitanga;Brazil;14902;2912509
PR;Ibiporã;Brazil;54558;4109807
BA;Ibiquera;Brazil;4044;2912608
SP;Ibirá;Brazil;12393;3519402
MG;Ibiracatu;Brazil;5400;3129657
MG;Ibiraci;Brazil;13828;3129707
ES;Ibiraçu;Brazil;12479;3202504
RS;Ibiraiaras;Brazil;7262;4309902
PE;Ibirajuba;Brazil;7762;2606705
SC;Ibirama;Brazil;18950;4206900
BA;Ibirapitanga;Brazil;23375;2912707
BA;Ibirapuã;Brazil;8637;2912806
RS;Ibirapuitã;Brazil;4013;4309951
SP;Ibirarema;Brazil;7753;3519501
BA;Ibirataia;Brazil;15312;2912905
MG;Ibirité;Brazil;180204;3129806
RS;Ibirubá;Brazil;20350;4310009
BA;Ibitiara;Brazil;16339;2913002
SP;Ibitinga;Brazil;60033;3519600
ES;Ibitirama;Brazil;8889;3202553
BA;Ibititá;Brazil;17113;2913101
MG;Ibitiúra de Minas;Brazil;3488;3129905
MG;Ibituruna;Brazil;2989;3130002
SP;Ibiúna;Brazil;78878;3519709
BA;Ibotirama;Brazil;26927;2913200
CE;Icapuí;Brazil;19934;2305357
SC;Içara;Brazil;56421;4207007
MG;Icaraí de Minas;Brazil;11990;3130051
PR;Icaraíma;Brazil;7904;4109906
MA;Icatu;Brazil;27113;2105104
SP;Icém;Brazil;8243;3519808
BA;Ichu;Brazil;6206;2913309
CE;Icó;Brazil;68018;2305407
ES;Iconha;Brazil;13860;3202603
RN;Ielmo Marinho;Brazil;13766;2404606
SP;Iepê;Brazil;8159;3519907
AL;Igaci;Brazil;25631;2703106
BA;Igaporã;Brazil;15640;2913408
SP;Igaraçu do Tietê;Brazil;24674;3520004
PB;Igaracy;Brazil;6117;2502607
SP;Igarapava;Brazil;30432;3520103
MG;Igarapé;Brazil;43045;3130101
MA;Igarapé do Meio;Brazil;14177;2105153
MA;Igarapé Grande;Brazil;11320;2105203
PA;Igarapé-Açu;Brazil;38807;1503200
PA;Igarapé-Miri;Brazil;62698;1503309
PE;Igarassu;Brazil;117019;2606804
SP;Igaratá;Brazil;9534;3520202
MG;Igaratinga;Brazil;10860;3130200
BA;Igrapiúna;Brazil;13226;2913457
AL;Igreja Nova;Brazil;24499;2703205
RS;Igrejinha;Brazil;36899;4310108
RJ;Iguaba Grande;Brazil;28310;3301876
BA;Iguaí;Brazil;26916;2913507
SP;Iguape;Brazil;30857;3520301
PR;Iguaraçu;Brazil;4404;4110003
PE;Iguaracy;Brazil;12228;2606903
MG;Iguatama;Brazil;7947;3130309
MS;Iguatemi;Brazil;16078;5004304
CE;Iguatu;Brazil;102498;2305506
PR;Iguatu;Brazil;2256;4110052
MG;Ijaci;Brazil;6550;3130408
RS;Ijuí;Brazil;83475;4310207
SP;Ilha Comprida;Brazil;11166;3520426
SE;Ilha das Flores;Brazil;8520;2802700
PE;Ilha de Itamaracá;Brazil;26258;2607604
PI;Ilha Grande;Brazil;9426;2204659
SP;Ilha Solteira;Brazil;26686;3520442
SP;Ilhabela;Brazil;34970;3520400
BA;Ilhéus;Brazil;162327;2913606
SC;Ilhota;Brazil;14184;4207106
MG;Ilicínea;Brazil;12375;3130507
RS;Ilópolis;Brazil;4078;4310306
PB;Imaculada;Brazil;11819;2506707
SC;Imaruí;Brazil;10135;4207205
PR;Imbaú;Brazil;13111;4110078
RS;Imbé;Brazil;22800;4310330
MG;Imbé de Minas;Brazil;6903;3130556
SC;Imbituba;Brazil;44853;4207304
PR;Imbituva;Brazil;32564;4110102
SC;Imbuia;Brazil;6197;4207403
RS;Imigrante;Brazil;3120;4310363
MA;Imperatriz;Brazil;258682;2105302
PR;Inácio Martins;Brazil;11125;4110201
GO;Inaciolândia;Brazil;6194;5209937
PE;Inajá;Brazil;23247;2607000
PR;Inajá;Brazil;3109;4110300
MG;Inconfidentes;Brazil;7328;3130606
MG;Indaiabira;Brazil;7351;3130655
SC;Indaial;Brazil;69425;4207502
SP;Indaiatuba;Brazil;251627;3520509
CE;Independência;Brazil;26178;2305605
RS;Independência;Brazil;6167;4310405
SP;Indiana;Brazil;4885;3520608
MG;Indianópolis;Brazil;6891;3130705
PR;Indianópolis;Brazil;4457;4110409
SP;Indiaporã;Brazil;3897;3520707
GO;Indiara;Brazil;15611;5209952
SE;Indiaroba;Brazil;17957;2802809
MT;Indiavaí;Brazil;2752;5104500
PB;Ingá;Brazil;18103;2506806
MG;Ingaí;Brazil;2767;3130804
PE;Ingazeira;Brazil;4548;2607109
RS;Inhacorá;Brazil;2226;4310413
BA;Inhambupe;Brazil;39926;2913705
PA;Inhangapi;Brazil;11711;1503408
AL;Inhapi;Brazil;18385;2703304
MG;Inhapim;Brazil;24140;3130903
MG;Inhaúma;Brazil;6271;3131000
PI;Inhuma;Brazil;15308;2204709
GO;Inhumas;Brazil;52866;5210000
MG;Inimutaba;Brazil;7515;3131109
MS;Inocência;Brazil;7610;5004403
SP;Inúbia Paulista;Brazil;3991;3520806
SC;Iomerê;Brazil;2945;4207577
MG;Ipaba;Brazil;18607;3131158
GO;Ipameri;Brazil;26985;5210109
MG;Ipanema;Brazil;19861;3131208
RN;Ipanguaçu;Brazil;15491;2404705
CE;Ipaporanga;Brazil;11593;2305654
MG;Ipatinga;Brazil;263410;3131307
CE;Ipaumirim;Brazil;12463;2305704
SP;Ipaussu;Brazil;14971;3520905
RS;Ipê;Brazil;6640;4310439
BA;Ipecaetá;Brazil;14487;2913804
SP;Iperó;Brazil;37133;3521002
SP;Ipeúna;Brazil;7546;3521101
MG;Ipiaçu;Brazil;4221;3131406
BA;Ipiaú;Brazil;45873;2913903
SP;Ipiguá;Brazil;5392;3521150
SC;Ipira;Brazil;4446;4207601
BA;Ipirá;Brazil;59595;2914000
PR;Ipiranga;Brazil;15172;4110508
GO;Ipiranga de Goiás;Brazil;2893;5210158
MT;Ipiranga do Norte;Brazil;7667;5104526
PI;Ipiranga do Piauí;Brazil;9811;2204808
RS;Ipiranga do Sul;Brazil;1889;4310462
AM;Ipixuna;Brazil;29689;1301803
PA;Ipixuna do Pará;Brazil;64053;1503457
PE;Ipojuca;Brazil;96204;2607208
GO;Iporá;Brazil;31531;5210208
PR;Iporã;Brazil;13926;4110607
SC;Iporã do Oeste;Brazil;8996;4207650
SP;Iporanga;Brazil;4218;3521200
CE;Ipu;Brazil;41964;2305803
SP;Ipuã;Brazil;16409;3521309
SC;Ipuaçu;Brazil;7514;4207684
PE;Ipubi;Brazil;30854;2607307
RN;Ipueira;Brazil;2241;2404804
TO;Ipueiras;Brazil;2015;1709807
CE;Ipueiras;Brazil;38166;2305902
MG;Ipuiúna;Brazil;10079;3131505
SC;Ipumirim;Brazil;7593;4207700
BA;Ipupiara;Brazil;9865;2914109
RR;Iracema;Brazil;11950;1400282
CE;Iracema;Brazil;14297;2306009
PR;Iracema do Oeste;Brazil;2288;4110656
SP;Iracemápolis;Brazil;24235;3521408
SC;Iraceminha;Brazil;3976;4207759
RS;Iraí;Brazil;7241;4310504
MG;Iraí de Minas;Brazil;6987;3131604
BA;Irajuba;Brazil;7260;2914208
BA;Iramaia;Brazil;8537;2914307
AM;Iranduba;Brazil;48296;1301852
SC;Irani;Brazil;10419;4207809
SP;Irapuã;Brazil;7993;3521507
SP;Irapuru;Brazil;8294;3521606
BA;Iraquara;Brazil;25216;2914406
BA;Irará;Brazil;29034;2914505
PR;Irati;Brazil;60727;4110706
SC;Irati;Brazil;1930;4207858
CE;Irauçuba;Brazil;24156;2306108
BA;Irecê;Brazil;72967;2914604
PR;Iretama;Brazil;10169;4110805
SC;Irineópolis;Brazil;11222;4207908
PA;Irituia;Brazil;32550;1503507
ES;Irupi;Brazil;13377;3202652
PI;Isaías Coelho;Brazil;8549;2204907
GO;Israelândia;Brazil;2800;5210307
SC;Itá;Brazil;6169;4208005
RS;Itaara;Brazil;5499;4310538
PB;Itabaiana;Brazil;24477;2506905
SE;Itabaiana;Brazil;95427;2802908
SE;Itabaianinha;Brazil;41928;2803005
BA;Itabela;Brazil;30584;2914653
SP;Itaberá;Brazil;17556;3521705
BA;Itaberaba;Brazil;64489;2914703
GO;Itaberaí;Brazil;42900;5210406
SE;Itabi;Brazil;4903;2803104
MG;Itabira;Brazil;120060;3131703
MG;Itabirinha;Brazil;11512;3131802
MG;Itabirito;Brazil;51875;3131901
RJ;Itaboraí;Brazil;240592;3301900
BA;Itabuna;Brazil;213223;2914802
TO;Itacajá;Brazil;7433;1710508
MG;Itacambira;Brazil;5385;3132008
MG;Itacarambi;Brazil;18153;3132107
BA;Itacaré;Brazil;28296;2914901
AM;Itacoatiara;Brazil;101337;1301902
PE;Itacuruba;Brazil;4918;2607406
RS;Itacurubi;Brazil;3465;4310553
BA;Itaeté;Brazil;16056;2915007
BA;Itagi;Brazil;12351;2915106
BA;Itagibá;Brazil;14579;2915205
BA;Itagimirim;Brazil;6869;2915304
ES;Itaguaçu;Brazil;14066;3202702
BA;Itaguaçu da Bahia;Brazil;14429;2915353
RJ;Itaguaí;Brazil;133019;3302007
PR;Itaguajé;Brazil;4466;4110904
MG;Itaguara;Brazil;13358;3132206
GO;Itaguari;Brazil;4676;5210562
GO;Itaguaru;Brazil;5237;5210604
TO;Itaguatins;Brazil;5864;1710706
SP;Itaí;Brazil;27125;3521804
PE;Itaíba;Brazil;26349;2607505
CE;Itaiçaba;Brazil;7827;2306207
PI;Itainópolis;Brazil;11530;2205003
SC;Itaiópolis;Brazil;21669;4208104
MA;Itaipava do Grajaú;Brazil;16057;2105351
MG;Itaipé;Brazil;12760;3132305
PR;Itaipulândia;Brazil;11176;4110953
CE;Itaitinga;Brazil;37980;2306256
PA;Itaituba;Brazil;101247;1503606
RN;Itajá;Brazil;7548;2404853
GO;Itajá;Brazil;4539;5210802
SC;Itajaí;Brazil;219536;4208203
SP;Itajobi;Brazil;15262;3521903
SP;Itaju;Brazil;3835;3522000
BA;Itaju do Colônia;Brazil;6682;2915403
MG;Itajubá;Brazil;96869;3132404
BA;Itajuípe;Brazil;20491;2915502
RJ;Italva;Brazil;15207;3302056
BA;Itamaraju;Brazil;64486;2915601
MG;Itamarandiba;Brazil;34735;3132503
AM;Itamarati;Brazil;7851;1301951
MG;Itamarati de Minas;Brazil;4355;3132602
BA;Itamari;Brazil;8035;2915700
MG;Itambacuri;Brazil;23211;3132701
PR;Itambaracá;Brazil;6582;4111001
PE;Itambé;Brazil;36447;2607653
BA;Itambé;Brazil;23049;2915809
PR;Itambé;Brazil;6108;4111100
MG;Itambé do Mato Dentro;Brazil;2081;3132800
MG;Itamogi;Brazil;10192;3132909
MG;Itamonte;Brazil;15579;3133006
BA;Itanagra;Brazil;6441;2915908
SP;Itanhaém;Brazil;101816;3522109
MG;Itanhandu;Brazil;15331;3133105
MT;Itanhangá;Brazil;6737;5104542
BA;Itanhém;Brazil;19405;2916005
MG;Itanhomi;Brazil;12228;3133204
MG;Itaobim;Brazil;21062;3133303
SP;Itaóca;Brazil;3328;3522158
RJ;Itaocara;Brazil;23234;3302106
GO;Itapaci;Brazil;22981;5210901
MG;Itapagipe;Brazil;15243;3133402
CE;Itapajé;Brazil;52675;2306306
BA;Itaparica;Brazil;22228;2916104
BA;Itapé;Brazil;8761;2916203
BA;Itapebi;Brazil;10259;2916302
MG;Itapecerica;Brazil;21762;3133501
SP;Itapecerica da Serra;Brazil;175693;3522208
MA;Itapecuru Mirim;Brazil;68203;2105401
PR;Itapejara d'Oeste;Brazil;11964;4111209
SC;Itapema;Brazil;65312;4208302
ES;Itapemirim;Brazil;34348;3202801
PR;Itaperuçu;Brazil;28634;4111258
RJ;Itaperuna;Brazil;103224;3302205
PE;Itapetim;Brazil;13616;2607703
BA;Itapetinga;Brazil;76147;2916401
SP;Itapetininga;Brazil;163901;3522307
MG;Itapeva;Brazil;9783;3133600
SP;Itapeva;Brazil;94354;3522406
SP;Itapevi;Brazil;237700;3522505
BA;Itapicuru;Brazil;35576;2916500
CE;Itapipoca;Brazil;129358;2306405
SP;Itapira;Brazil;74773;3522604
AM;Itapiranga;Brazil;9148;1302009
SC;Itapiranga;Brazil;16872;4208401
GO;Itapirapuã;Brazil;4997;5211008
SP;Itapirapuã Paulista;Brazil;4241;3522653
TO;Itapiratins;Brazil;3777;1710904
PE;Itapissuma;Brazil;26651;2607752
BA;Itapitanga;Brazil;10313;2916609
CE;Itapiúna;Brazil;20382;2306504
SC;Itapoá;Brazil;20576;4208450
SP;Itápolis;Brazil;43120;3522703
MS;Itaporã;Brazil;24839;5004502
TO;Itaporã do Tocantins;Brazil;2427;1711100
PB;Itaporanga;Brazil;24692;2507002
SP;Itaporanga;Brazil;15149;3522802
SE;Itaporanga d'Ajuda;Brazil;34356;2803203
PB;Itapororoca;Brazil;18664;2507101
RO;Itapuã do Oeste;Brazil;10458;1101104
RS;Itapuca;Brazil;2094;4310579
SP;Itapuí;Brazil;13992;3522901
SP;Itapura;Brazil;4906;3523008
GO;Itapuranga;Brazil;25768;5211206
SP;Itaquaquecetuba;Brazil;370821;3523107
BA;Itaquara;Brazil;8319;2916708
RS;Itaqui;Brazil;37620;4310603
MS;Itaquiraí;Brazil;21142;5004601
PE;Itaquitinga;Brazil;16955;2607802
ES;Itarana;Brazil;10555;3202900
BA;Itarantim;Brazil;19747;2916807
SP;Itararé;Brazil;50503;3523206
CE;Itarema;Brazil;41826;2306553
SP;Itariri;Brazil;17436;3523305
GO;Itarumã;Brazil;7178;5211305
RS;Itati;Brazil;2419;4310652
RJ;Itatiaia;Brazil;31805;3302254
MG;Itatiaiuçu;Brazil;11146;3133709
SP;Itatiba;Brazil;120858;3523404
RS;Itatiba do Sul;Brazil;3324;4310702
BA;Itatim;Brazil;14487;2916856
SP;Itatinga;Brazil;20697;3523503
CE;Itatira;Brazil;21647;2306603
PB;Itatuba;Brazil;10962;2507200
RN;Itaú;Brazil;5878;2404903
MG;Itaú de Minas;Brazil;16108;3133758
MT;Itaúba;Brazil;3802;5104559
AP;Itaubal;Brazil;5503;1600253
GO;Itauçu;Brazil;8938;5211404
PI;Itaueira;Brazil;11019;2205102
MG;Itaúna;Brazil;93214;3133808
PR;Itaúna do Sul;Brazil;2865;4111308
MG;Itaverava;Brazil;5419;3133907
MG;Itinga;Brazil;14990;3134004
MA;Itinga do Maranhão;Brazil;26000;2105427
MT;Itiquira;Brazil;13345;5104609
SP;Itirapina;Brazil;18157;3523602
SP;Itirapuã;Brazil;6499;3523701
BA;Itiruçu;Brazil;12576;2916906
BA;Itiúba;Brazil;36089;2917003
SP;Itobi;Brazil;7841;3523800
BA;Itororó;Brazil;20382;2917102
SP;Itu;Brazil;173939;3523909
BA;Ituaçu;Brazil;18962;2917201
BA;Ituberá;Brazil;28602;2917300
MG;Itueta;Brazil;6051;3134103
MG;Ituiutaba;Brazil;104671;3134202
GO;Itumbiara;Brazil;104742;5211503
MG;Itumirim;Brazil;6023;3134301
SP;Itupeva;Brazil;61252;3524006
PA;Itupiranga;Brazil;53269;1503705
SC;Ituporanga;Brazil;25086;4208500
MG;Iturama;Brazil;39263;3134400
MG;Itutinga;Brazil;3788;3134509
SP;Ituverava;Brazil;41824;3524105
BA;Iuiú;Brazil;10994;2917334
ES;Iúna;Brazil;29161;3203007
PR;Ivaí;Brazil;13879;4111407
PR;Ivaiporã;Brazil;31984;4111506
PR;Ivaté;Brazil;8185;4111555
PR;Ivatuba;Brazil;3259;4111605
MS;Ivinhema;Brazil;23187;5004700
GO;Ivolândia;Brazil;2370;5211602
RS;Ivorá;Brazil;1910;4310751
RS;Ivoti;Brazil;24293;4310801
PE;Jaboatão dos Guararapes;Brazil;702298;2607901
SC;Jaborá;Brazil;3936;4208609
BA;Jaborandi;Brazil;8385;2917359
SP;Jaborandi;Brazil;6929;3524204
PR;Jaboti;Brazil;5274;4111704
RS;Jaboticaba;Brazil;3810;4310850
SP;Jaboticabal;Brazil;77263;3524303
MG;Jaboticatubas;Brazil;20143;3134608
RN;Jaçanã;Brazil;9133;2405009
BA;Jacaraci;Brazil;14842;2917409
PB;Jacaraú;Brazil;14431;2507309
AL;Jacaré dos Homens;Brazil;5253;2703403
PA;Jacareacanga;Brazil;8239;1503754
SP;Jacareí;Brazil;233662;3524402
PR;Jacarezinho;Brazil;39378;4111803
SP;Jaci;Brazil;7067;3524501
MT;Jaciara;Brazil;27776;5104807
MG;Jacinto;Brazil;12326;3134707
SC;Jacinto Machado;Brazil;10416;4208708
BA;Jacobina;Brazil;80518;2917508
PI;Jacobina do Piauí;Brazil;5741;2205151
MG;Jacuí;Brazil;7686;3134806
AL;Jacuípe;Brazil;7021;2703502
RS;Jacuizinho;Brazil;2692;4310876
PA;Jacundá;Brazil;59155;1503804
SP;Jacupiranga;Brazil;17866;3524600
MG;Jacutinga;Brazil;25979;3134905
RS;Jacutinga;Brazil;3561;4310900
PR;Jaguapitã;Brazil;13620;4111902
BA;Jaguaquara;Brazil;54423;2917607
MG;Jaguaraçu;Brazil;3133;3135001
RS;Jaguarão;Brazil;26680;4311007
BA;Jaguarari;Brazil;33570;2917706
ES;Jaguaré;Brazil;30477;3203056
CE;Jaguaretama;Brazil;18162;2306702
RS;Jaguari;Brazil;10848;4311106
PR;Jaguariaíva;Brazil;34857;4112009
CE;Jaguaribara;Brazil;11401;2306801
CE;Jaguaribe;Brazil;34682;2306900
BA;Jaguaripe;Brazil;18788;2917805
